crew_id,rank,base,type_ratings,pool_id,fte,hourly_rate_gbp,available_days,duties,hours,target_hours,deviation_hours,dev_outside_band,utilisation,overtime_threshold_hours,overtime_hours,pay_cost,overtime_cost,scenario
C0043,CPT,MAN,B737,MAN-B737-CPT,0.5,161.43,21,4,35.8333,34.08477717908083,1.7485228209191703,0.0,1.0512992299093658,55.0,0.0,5784.569619000001,0.0,baseline
C0044,CPT,MAN,B737,MAN-B737-CPT,1.0,178.77,31,13,98.75,100.6312469096672,-1.881246909667197,0.0,0.9813055391099752,110.0,0.0,17653.537500000002,0.0,baseline
C0045,CPT,MAN,B737,MAN-B737-CPT,1.0,171.75,30,11,91.8333,97.38507765451664,-5.551777654516656,1.5517776545166555,0.9429914953273216,110.0,0.0,15772.369275,0.0,baseline
C0046,CPT,MAN,B737,MAN-B737-CPT,1.0,130.75,23,8,80.3332,74.66189286846276,5.671307131537247,1.6713071315372474,1.0759598627043758,110.0,0.0,10503.5659,0.0,baseline
C0047,CPT,MAN,B737,MAN-B737-CPT,0.75,165.92,31,10,75.3334,75.4734351822504,-0.1400351822504006,0.0,0.9981445765399144,82.5,0.0,12499.317727999998,0.0,baseline
C0048,CPT,MAN,B737,MAN-B737-CPT,1.0,180.04,30,11,90.1667,97.38507765451664,-7.218377654516658,3.218377654516658,0.9258779904645702,110.0,0.0,16233.612667999998,0.0,baseline
C0049,FO,MAN,B737,MAN-B737-FO,1.0,75.34,29,14,99.8331,98.67383920265782,1.159260797342185,0.0,1.0117484107916517,110.0,0.0,7521.425754000001,0.0,baseline
C0050,FO,MAN,B737,MAN-B737-FO,0.5,85.52,29,7,49.0833,49.33691960132891,-0.2536196013289071,0.0,0.994859435826592,55.0,0.0,4197.603816,0.0,baseline
C0051,FO,MAN,B737,MAN-B737-FO,1.0,61.23,25,11,87.5832,85.06365448504985,2.5195455149501527,0.0,1.0296195305762812,110.0,0.0,5362.719336,0.0,baseline
C0052,FO,MAN,B737,MAN-B737-FO,1.0,90.14,24,10,77.1668,81.66110830564784,-4.494308305647849,0.4943083056478485,0.94496390755773,110.0,0.0,6955.815352,0.0,baseline
C0053,FO,MAN,B737,MAN-B737-FO,0.75,90.37,19,6,42.6667,48.48628305647841,-5.819583056478415,1.8195830564784143,0.8799746507749506,82.5,0.0,3855.789679,0.0,baseline
C0054,FO,MAN,B737,MAN-B737-FO,1.0,91.09,29,12,96.9167,98.67383920265782,-1.757139202657811,0.0,0.9821924512428368,110.0,0.0,8828.142203000001,0.0,baseline
C0055,FO,MAN,B737,MAN-B737-FO,0.75,85.3,31,11,79.4167,79.10919867109635,0.3075013289036548,0.0,1.0038870489661025,82.5,0.0,6774.24451,0.0,baseline
C0056,FO,MAN,B737,MAN-B737-FO,1.0,76.45,27,12,90.7501,91.86874684385384,-1.1186468438538242,0.0,0.9878234232828368,110.0,0.0,6937.845145,0.0,baseline
C0057,FO,MAN,B737,MAN-B737-FO,1.0,82.86,31,13,101.9167,105.4789315614618,-3.562231561461786,0.0,0.9662280276380492,110.0,0.0,8444.817762,0.0,baseline
C0058,FO,MAN,B737,MAN-B737-FO,1.0,57.05,31,12,110.6666,105.4789315614618,5.187668438538211,1.1876684385382106,1.049182034381107,110.0,0.6666000000000025,6313.52953,19.01476500000007,baseline
C0059,FO,MAN,B737,MAN-B737-FO,1.0,54.44,31,11,108.8332,105.4789315614618,3.354268438538213,0.0,1.0318003641948508,110.0,0.0,5924.879408,0.0,baseline
C0060,FO,MAN,B737,MAN-B737-FO,1.0,66.7,22,9,79.3333,74.85601594684385,4.47728405315614,0.47728405315614,1.0598119469293623,110.0,0.0,5291.53111,0.0,baseline
C0061,CPT,BHX,A320,BHX-A320-CPT,0.75,153.75,31,11,77.0001,73.4092414187643,3.5908585812357074,0.0,1.0489156203202208,82.5,0.0,11838.765375,0.0,baseline
C0062,CPT,BHX,A320,BHX-A320-CPT,1.0,174.77,31,12,91.6668,97.8789885583524,-6.212188558352395,2.212188558352395,0.9365319498101587,110.0,0.0,16020.606636,0.0,baseline
C0063,CPT,BHX,A320,BHX-A320-CPT,1.0,138.87,31,12,103.0834,97.8789885583524,5.204411441647608,1.2044114416476075,1.0531718964233563,110.0,0.0,14315.191758,0.0,baseline
C0064,CPT,BHX,A320,BHX-A320-CPT,1.0,190.87,31,12,89.75,97.8789885583524,-8.12898855835239,4.12898855835239,0.9169485843889148,110.0,0.0,17130.5825,0.0,baseline
C0065,CPT,BHX,A320,BHX-A320-CPT,1.0,181.16,31,13,95.0,97.8789885583524,-2.8789885583523898,0.0,0.9705862453141716,110.0,0.0,17210.2,0.0,baseline
C0066,CPT,BHX,A320,BHX-A320-CPT,0.5,147.01,11,3,25.0,17.365627002288328,7.634372997711672,3.634372997711672,1.43962553132724,55.0,0.0,3675.25,0.0,baseline
C0067,CPT,BHX,A320,BHX-A320-CPT,1.0,161.67,23,9,67.8333,72.6198947368421,-4.786594736842105,0.7865947368421047,0.9340870053008528,110.0,0.0,10966.609610999998,0.0,baseline
C0068,CPT,BHX,A320,BHX-A320-CPT,1.0,171.05,31,12,94.0833,97.8789885583524,-3.795688558352396,0.0,0.9612205988817556,110.0,0.0,16092.948465,0.0,baseline
C0069,CPT,BHX,A320,BHX-A320-CPT,1.0,141.67,31,12,104.25,97.8789885583524,6.37101144164761,2.3710114416476102,1.0650906955158146,110.0,0.0,14769.097499999998,0.0,baseline
C0070,CPT,BHX,A320,BHX-A320-CPT,1.0,168.68,31,12,92.4166,97.8789885583524,-5.462388558352387,1.4623885583523872,0.9441924294600176,110.0,0.0,15588.832088,0.0,baseline
C0071,CPT,BHX,A320,BHX-A320-CPT,1.0,125.39,28,10,97.1667,88.40682837528604,8.759871624713966,4.759871624713966,1.0990859166163998,110.0,0.0,12183.732513,0.0,baseline
C0072,CPT,BHX,A320,BHX-A320-CPT,1.0,154.19,31,11,97.5833,97.8789885583524,-0.2956885583523956,0.0,0.9969790394985936,110.0,0.0,15046.369027,0.0,baseline
C0073,FO,BHX,A320,BHX-A320-FO,1.0,82.5,29,14,95.9167,97.19893603238866,-1.2822360323886528,0.0,0.9868081268712512,110.0,0.0,7913.127750000001,0.0,baseline
C0074,FO,BHX,A320,BHX-A320-FO,0.75,77.97,22,7,50.8334,55.30284291497976,-4.469442914979759,0.4694429149797585,0.9191824022166294,82.5,0.0,3963.480198,0.0,baseline
C0075,FO,BHX,A320,BHX-A320-FO,0.75,66.55,23,8,59.0834,57.81660850202429,1.26679149797571,0.0,1.0219105120621417,82.5,0.0,3932.00027,0.0,baseline
C0076,FO,BHX,A320,BHX-A320-FO,1.0,79.19,31,13,102.7501,103.90231093117409,-1.152210931174082,0.0,0.9889106322963566,110.0,0.0,8136.780419,0.0,baseline
C0077,FO,BHX,A320,BHX-A320-FO,1.0,79.06,29,12,93.7502,97.19893603238866,-3.448736032388652,0.0,0.9645187882381812,110.0,0.0,7411.890812000001,0.0,baseline
C0078,FO,BHX,A320,BHX-A320-FO,1.0,58.75,31,12,107.8333,103.90231093117409,3.930989068825909,0.0,1.037833509510966,110.0,0.0,6335.206375,0.0,baseline
C0079,FO,BHX,A320,BHX-A320-FO,1.0,91.62,31,12,97.4166,103.90231093117409,-6.485710931174083,2.485710931174083,0.9375787615015582,110.0,0.0,8925.308892000001,0.0,baseline
C0080,FO,BHX,A320,BHX-A320-FO,1.0,74.37,27,11,89.4167,90.49556113360325,-1.078861133603226,0.0,0.98807829776302,110.0,0.0,6649.919979000001,0.0,baseline
C0081,FO,BHX,A320,BHX-A320-FO,1.0,79.13,31,13,105.5,103.90231093117409,1.5976890688259149,0.0,1.015376838633399,110.0,0.0,8348.215,0.0,baseline
C0082,FO,BHX,A320,BHX-A320-FO,1.0,69.41,4,2,16.5,13.40674979757085,3.09325020242915,0.0,1.2307233482487765,110.0,0.0,1145.265,0.0,baseline
C0083,FO,BHX,A320,BHX-A320-FO,1.0,75.54,31,13,107.1664,103.90231093117409,3.2640890688259105,0.0,1.031414980471301,110.0,0.0,8095.349856000001,0.0,baseline
C0084,FO,BHX,A320,BHX-A320-FO,1.0,66.42,31,12,108.6667,103.90231093117409,4.7643890688259205,0.7643890688259205,1.0458545053149193,110.0,0.0,7217.642214,0.0,baseline
C0085,CPT,BHX,E190,BHX-E190-CPT,1.0,169.58,31,10,86.33330000000001,88.47469482758622,-2.141394827586211,0.0,0.9757965276765382,110.0,0.0,14640.401014000005,0.0,baseline
C0086,CPT,BHX,E190,BHX-E190-CPT,1.0,189.89,19,6,51.1666,54.226425862068965,-3.059825862068962,0.0,0.9435731598860678,110.0,0.0,9716.025674,0.0,baseline
C0087,CPT,BHX,E190,BHX-E190-CPT,1.0,137.79,25,9,76.4165,71.3505603448276,5.0659396551724,1.0659396551724,1.07100069895302,110.0,0.0,10529.429535,0.0,baseline
C0088,CPT,BHX,E190,BHX-E190-CPT,1.0,165.31,31,10,87.0001,88.47469482758622,-1.4745948275862162,0.0,0.9833331459299204,110.0,0.0,14381.986531,0.0,baseline
C0089,CPT,BHX,E190,BHX-E190-CPT,1.0,192.27,31,10,87.5836,88.47469482758622,-0.8910948275862154,0.0,0.989928252034972,110.0,0.0,16839.698772000003,0.0,baseline
C0090,CPT,BHX,E190,BHX-E190-CPT,1.0,131.7,31,11,92.75,88.47469482758622,4.2753051724137805,0.2753051724137805,1.0483223500317826,110.0,0.0,12215.175,0.0,baseline
C0091,CPT,BHX,E190,BHX-E190-CPT,1.0,169.65,31,10,83.2498,88.47469482758622,-5.224894827586226,1.224894827586226,0.9409447544547268,110.0,0.0,14123.32857,0.0,baseline
C0092,CPT,BHX,E190,BHX-E190-CPT,1.0,155.28,31,11,91.5833,88.47469482758622,3.1086051724137747,0.0,1.0351355286217332,110.0,0.0,14221.054824,0.0,baseline
C0093,CPT,BHX,E190,BHX-E190-CPT,1.0,125.29,29,10,86.9167,82.76665,4.150050000000007,0.1500500000000073,1.0501415727228298,110.0,0.0,10889.793343,0.0,baseline
C0094,CPT,BHX,E190,BHX-E190-CPT,1.0,179.44,31,10,84.6666,88.47469482758622,-3.808094827586217,0.0,0.9569583728431368,110.0,0.0,15192.574704,0.0,baseline
C0095,FO,BHX,E190,BHX-E190-FO,1.0,88.89,31,10,87.6668,86.68128885135135,0.9855111486486408,0.0,1.011369364273513,110.0,0.0,7792.701851999999,0.0,baseline
C0096,FO,BHX,E190,BHX-E190-FO,1.0,58.48,31,10,86.9166,86.68128885135135,0.2353111486486483,0.0,1.00271467062577,110.0,0.0,5082.882768,0.0,baseline
C0097,FO,BHX,E190,BHX-E190-FO,1.0,92.0,31,10,87.4165,86.68128885135135,0.735211148648645,0.0,1.0084817745374028,110.0,0.0,8042.318,0.0,baseline
C0098,FO,BHX,E190,BHX-E190-FO,1.0,79.44,31,10,85.0832,86.68128885135135,-1.5980888513513491,0.0,0.9815636237932284,110.0,0.0,6759.009408,0.0,baseline
C0099,FO,BHX,E190,BHX-E190-FO,1.0,84.09,31,10,86.9167,86.68128885135135,0.2354111486486516,0.0,1.002715824277283,110.0,0.0,7308.825303,0.0,baseline
C0100,FO,BHX,E190,BHX-E190-FO,1.0,65.14,31,11,90.9168,86.68128885135135,4.235511148648641,0.2355111486486407,1.0488630384339586,110.0,0.0,5922.320352,0.0,baseline
C0101,FO,BHX,E190,BHX-E190-FO,1.0,85.08,31,10,83.7499,86.68128885135135,-2.931388851351357,0.0,0.9661819881753448,110.0,0.0,7125.441492,0.0,baseline
C0102,FO,BHX,E190,BHX-E190-FO,1.0,60.77,24,8,68.3334,67.10809459459459,1.2253054054054076,0.0,1.018258682694056,110.0,0.0,4152.620718,0.0,baseline
C0103,FO,BHX,E190,BHX-E190-FO,1.0,91.64,24,8,65.5,67.10809459459459,-1.60809459459459,0.0,0.976037248497231,110.0,0.0,6002.42,0.0,baseline
C0104,FO,BHX,E190,BHX-E190-FO,1.0,84.78,31,10,85.1666,86.68128885135135,-1.5146888513513517,0.0,0.9825257691547612,110.0,0.0,7220.424348,0.0,baseline
C0105,CPT,EDI,A320,EDI-A320-CPT,1.0,179.75,31,14,105.9166,108.5000135667396,-2.583413566739594,0.0,0.9761897396892903,110.0,0.0,19038.50885,0.0,baseline
C0106,CPT,EDI,A320,EDI-A320-CPT,1.0,157.68,22,10,78.0834,77.00000962800875,1.0833903719912428,0.0,1.0140700030717549,110.0,0.0,12312.190512,0.0,baseline
C0107,CPT,EDI,A320,EDI-A320-CPT,1.0,140.25,25,11,92.5833,87.50001094091903,5.083289059080968,1.0832890590809685,1.058094724839672,110.0,0.0,12984.807825,0.0,baseline
C0108,CPT,EDI,A320,EDI-A320-CPT,1.0,148.93,25,11,89.5834,87.50001094091903,2.083389059080972,0.0,1.023810157698011,110.0,0.0,13341.655762,0.0,baseline
C0109,CPT,EDI,A320,EDI-A320-CPT,1.0,189.46,31,12,103.1668,108.5000135667396,-5.333213566739602,1.3332135667396017,0.9508459640564092,110.0,0.0,19545.981928,0.0,baseline
C0110,CPT,EDI,A320,EDI-A320-CPT,0.5,157.74,31,7,57.0832,54.2500067833698,2.8331932166302,0.0,1.0522247532234172,55.0,2.083199999999998,9004.303968,164.30198399999983,baseline
C0111,CPT,EDI,A320,EDI-A320-CPT,1.0,159.52,29,12,99.0001,101.50001269146608,-2.499912691466079,0.0,0.9753703213903512,110.0,0.0,15792.495952,0.0,baseline
C0112,CPT,EDI,A320,EDI-A320-CPT,1.0,132.71,31,13,111.1666,108.5000135667396,2.666586433260406,0.0,1.0245768304132068,110.0,1.1666000000000023,14752.919486,77.40974300000018,baseline
C0113,CPT,EDI,A320,EDI-A320-CPT,1.0,159.12,19,8,63.1667,66.50000831509847,-3.3333083150984706,0.0,0.949875069198425,110.0,0.0,10051.085304,0.0,baseline
C0114,FO,EDI,A320,EDI-A320-FO,0.5,84.78,31,7,55.1668,55.77559752530933,-0.6087975253093276,0.0,0.9890848766786752,55.0,0.166800000000002,4677.041304,7.070652000000087,baseline
C0115,FO,EDI,A320,EDI-A320-FO,1.0,68.14,31,14,111.6665,111.55119505061866,0.1153049493813398,0.0,1.0010336505075452,110.0,1.6664999999999992,7608.95531,56.77765499999997,baseline
C0116,FO,EDI,A320,EDI-A320-FO,1.0,85.56,28,11,98.9166,100.7559181102362,-1.8393181102362064,0.0,0.9817448131610113,110.0,0.0,8463.304296,0.0,baseline
C0117,FO,EDI,A320,EDI-A320-FO,1.0,81.57,29,13,105.5834,104.35434375703036,1.2290562429696337,0.0,1.0117777200135651,110.0,0.0,8612.437938,0.0,baseline
C0118,FO,EDI,A320,EDI-A320-FO,1.0,91.66,31,13,109.6668,111.55119505061866,-1.8843950506186504,0.0,0.983107352191399,110.0,0.0,10052.058888,0.0,baseline
C0119,FO,EDI,A320,EDI-A320-FO,0.75,65.57,31,10,79.75,83.66339628796399,-3.913396287963991,0.0,0.953224510818395,82.5,0.0,5229.2075,0.0,baseline
C0120,FO,EDI,A320,EDI-A320-FO,1.0,71.54,25,12,94.0001,89.96064116985376,4.039458830146245,0.0394588301462448,1.044902512672396,110.0,0.0,6724.767154000001,0.0,baseline
C0121,FO,EDI,A320,EDI-A320-FO,0.5,71.07,31,7,56.9999,55.77559752530933,1.224302474690667,0.0,1.021950503966096,55.0,1.999899999999997,4050.982893,71.06644649999987,baseline
C0122,FO,EDI,A320,EDI-A320-FO,1.0,86.16,24,11,88.0,86.3622155230596,1.6377844769403964,0.0,1.0189641322541465,110.0,0.0,7582.08,0.0,baseline
C0123,CPT,EDI,B737,EDI-B737-CPT,1.0,180.22,21,14,109.9167,98.25005,11.666650000000018,7.666650000000018,1.1187444688323316,110.0,0.0,19809.187674,0.0,baseline
C0124,CPT,EDI,B737,EDI-B737-CPT,1.0,189.13,0,0,0.0,0.0,0.0,0.0,,110.0,0.0,0.0,0.0,baseline
C0125,CPT,EDI,B737,EDI-B737-CPT,1.0,126.03,21,13,113.9167,98.25005,15.666650000000004,11.666650000000004,1.1594569163069128,110.0,3.916699999999992,14356.921701,246.81085049999948,baseline
C0126,CPT,EDI,B737,EDI-B737-CPT,0.5,185.18,18,7,54.333200000000005,42.10716428571428,12.226035714285722,8.226035714285722,1.2903552381567915,55.0,0.0,10061.421976,0.0,baseline
C0127,CPT,EDI,B737,EDI-B737-CPT,1.0,188.57,31,17,128.0002,145.0357880952381,-17.035588095238097,13.035588095238095,0.8825421758383412,110.0,18.000200000000007,24136.997714,1697.1488570000006,baseline
C0128,CPT,EDI,B737,EDI-B737-CPT,1.0,139.54,31,18,145.0,145.0357880952381,-0.0357880952381037,0.0,0.9997532464524232,110.0,35.0,20233.3,2441.95,baseline
C0129,CPT,EDI,B737,EDI-B737-CPT,1.0,154.72,25,14,111.3335,116.96434523809523,-5.630845238095247,1.6308452380952474,0.9518584468913756,110.0,1.3335000000000008,17225.51912,103.15956000000006,baseline
C0130,CPT,EDI,B737,EDI-B737-CPT,1.0,183.67,30,15,123.5001,140.3572142857143,-16.85711428571429,12.857114285714289,0.8798984835122221,110.0,13.500100000000003,22683.263367,1239.7816835000003,baseline
C0131,FO,EDI,B737,EDI-B737-FO,1.0,91.26,30,13,96.8333,100.34047659574468,-3.5071765957446672,0.0,0.9650472400098864,110.0,0.0,8837.006958000002,0.0,baseline
C0132,FO,EDI,B737,EDI-B737-FO,1.0,66.78,31,13,101.9166,103.68515914893617,-1.7685591489361627,0.0,0.9829429866004664,110.0,0.0,6805.990548000001,0.0,baseline
C0133,FO,EDI,B737,EDI-B737-FO,1.0,87.44,31,13,106.3334,103.68515914893617,2.648240851063832,0.0,1.0255411755433566,110.0,0.0,9297.792496,0.0,baseline
C0134,FO,EDI,B737,EDI-B737-FO,1.0,67.72,30,12,102.2501,100.34047659574468,1.909623404255328,0.0,1.019031436455588,110.0,0.0,6924.3767720000005,0.0,baseline
C0135,FO,EDI,B737,EDI-B737-FO,1.0,74.96,30,12,96.3335,100.34047659574468,-4.006976595744675,0.0069765957446747,0.9600661992877696,110.0,0.0,7221.159159999999,0.0,baseline
C0136,FO,EDI,B737,EDI-B737-FO,1.0,82.26,24,11,81.75,80.27238127659575,1.4776187234042482,0.0,1.0184075606068392,110.0,0.0,6724.755,0.0,baseline
C0137,FO,EDI,B737,EDI-B737-FO,1.0,72.46,28,12,93.1668,93.65111148936172,-0.4843114893617155,0.0,0.9948285558851404,110.0,0.0,6750.866327999999,0.0,baseline
C0138,FO,EDI,B737,EDI-B737-FO,1.0,60.3,31,12,107.4167,103.68515914893617,3.7315408510638406,0.0,1.035989151019229,110.0,0.0,6477.22701,0.0,baseline
C0001,CPT,MAN,A320,MAN-A320-CPT,1.0,183.17,21,9,81.4166,79.01847911275416,2.398120887245838,0.0,1.0303488616102554,110.0,0.0,14913.078622,0.0,rest_10h_flat
C0002,CPT,MAN,A320,MAN-A320-CPT,1.0,130.86,29,14,106.75,109.12075686999384,-2.3707568699938406,0.0,0.9782740063577604,110.0,0.0,13969.305000000002,0.0,rest_10h_flat
C0003,CPT,MAN,A320,MAN-A320-CPT,1.0,132.32,31,15,117.0,116.64632630930376,0.3536736906962403,0.0,1.0030320173972598,110.0,7.0,15481.44,463.12,rest_10h_flat
C0004,CPT,MAN,A320,MAN-A320-CPT,1.0,176.86,24,13,100.8334,90.30683327171904,10.526566728280956,6.5265667282809545,1.1165644541715705,110.0,0.0,17833.395124000002,0.0,rest_10h_flat
C0005,CPT,MAN,A320,MAN-A320-CPT,1.0,159.21,31,14,112.1668,116.64632630930376,-4.479526309303765,0.4795263093037647,0.9615973648632048,110.0,2.166799999999995,17858.076228,172.4881139999996,rest_10h_flat
C0007,CPT,MAN,A320,MAN-A320-CPT,1.0,180.77,31,13,109.0833,116.64632630930376,-7.563026309303765,3.563026309303765,0.9351627560970128,110.0,0.0,19718.988141,0.0,rest_10h_flat
